Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
00:20:45:699341441,00:20:45:699484591,143150
00:20:45:699484819,00:20:45:699620461,135642
00:20:45:699620699,00:20:45:699755554,134855
00:20:45:699755828,00:20:45:699898307,142479
00:20:45:699898539,00:20:45:700033668,135129
00:20:45:700033899,00:20:45:700168016,134117
00:20:45:700168249,00:20:45:700303674,135425
00:20:45:700303906,00:20:45:720771090,20467184
00:20:45:720771346,00:20:45:720940704,169358
00:20:45:720940947,00:20:45:721076069,135122
00:20:45:721076341,00:20:45:721228559,152218
00:20:45:721228786,00:20:45:721363944,135158
00:20:45:721364184,00:20:45:721516445,152261
00:20:45:721516676,00:20:45:721660402,143726
00:20:45:721660626,00:20:45:721805271,144645
00:20:45:721805518,00:20:45:721948630,143112
00:20:45:721948852,00:20:45:722083270,134418
00:20:45:722083484,00:20:45:722228725,145241
00:20:45:722228949,00:20:45:722380244,151295
00:20:45:722380478,00:20:45:722524732,144254
00:20:45:722524949,00:20:45:722671573,146624
00:20:45:722671813,00:20:45:722812561,140748
00:20:45:722812772,00:20:45:722947407,134635
00:20:45:722947622,00:20:45:723100471,152849
00:20:45:723100691,00:20:45:723235045,134354
00:20:45:723235260,00:20:45:723379184,143924
00:20:45:723379403,00:20:45:723523068,143665
00:20:45:723523278,00:20:45:723670555,147277
00:20:45:723670793,00:20:45:723811994,141201
00:20:45:723812220,00:20:45:723955442,143222
00:20:45:723955676,00:20:45:724100542,144866
00:20:45:724100774,00:20:45:724243876,143102
00:20:45:724244105,00:20:45:724387339,143234
00:20:45:724387566,00:20:45:724522394,134828
00:20:45:724522619,00:20:45:724669151,146532
00:20:45:724669398,00:20:45:724819876,150478
00:20:45:724820099,00:20:45:724972126,152027
00:20:45:724972329,00:20:45:725108366,136037
00:20:45:725108579,00:20:45:725251184,142605
00:20:45:725251401,00:20:45:725395347,143946
00:20:45:725395561,00:20:45:725538895,143334
00:20:45:725539103,00:20:45:725683827,144724
00:20:45:725684056,00:20:45:725827726,143670
00:20:45:725827950,00:20:45:725971712,143762
00:20:45:725971944,00:20:45:726115420,143476
00:20:45:726115654,00:20:45:726259508,143854
00:20:45:726259731,00:20:45:726394474,134743
00:20:45:726394724,00:20:45:726538792,144068
00:20:45:726539032,00:20:45:726684633,145601
00:20:45:726684885,00:20:45:726827430,142545
00:20:45:726827643,00:20:45:726970072,142429
00:20:45:726970280,00:20:45:727115982,145702
00:20:45:727116209,00:20:45:727260059,143850
00:20:45:727260272,00:20:45:727402024,141752
00:20:45:727402238,00:20:45:727546108,143870
00:20:45:727546327,00:20:45:727690967,144640
00:20:45:727691189,00:20:45:727834758,143569
00:20:45:727834991,00:20:45:727978760,143769
00:20:45:727979000,00:20:45:728122826,143826
00:20:45:728123062,00:20:45:728267110,144048
00:20:45:728267343,00:20:45:728410615,143272
00:20:45:728410847,00:20:45:728545981,135134
00:20:45:728546229,00:20:45:728710291,164062
00:20:45:728710552,00:20:45:728869126,158574
00:20:45:728869338,00:20:45:729023337,153999
00:20:45:729023552,00:20:45:729167429,143877
00:20:45:729167636,00:20:45:729309865,142229
00:20:45:729310079,00:20:45:729445448,135369
00:20:45:729445659,00:20:45:729579719,134060
00:20:45:729579928,00:20:45:729724508,144580
00:20:45:729724743,00:20:45:729877873,153130
00:20:45:729878126,00:20:45:730022603,144477
00:20:45:730022851,00:20:45:730166252,143401
00:20:45:730166506,00:20:45:730312516,146010
00:20:45:730312767,00:20:45:730454103,141336
00:20:45:730454356,00:20:45:730609502,155146
00:20:45:730609754,00:20:45:730753503,143749
00:20:45:730753783,00:20:45:730893719,139936
00:20:45:730893926,00:20:45:731037848,143922
00:20:45:731038053,00:20:45:731182135,144082
00:20:45:731182342,00:20:45:731316542,134200
00:20:45:731316743,00:20:45:731460758,144015
00:20:45:731460962,00:20:45:731604643,143681
00:20:45:731604858,00:20:45:731761608,156750
00:20:45:731761921,00:20:45:731906659,144738
00:20:45:731906937,00:20:45:732049226,142289
00:20:45:732049497,00:20:45:732193334,143837
00:20:45:732193614,00:20:45:732337880,144266
00:20:45:732338144,00:20:45:732481141,142997
00:20:45:732481410,00:20:45:732625556,144146
00:20:45:732625824,00:20:45:732779400,153576
00:20:45:732779620,00:20:45:732928188,148568
00:20:45:732928391,00:20:45:733073287,144896
00:20:45:733073506,00:20:45:733215856,142350
00:20:45:733216064,00:20:45:733359881,143817
00:20:45:733360099,00:20:45:733504792,144693
00:20:45:733505003,00:20:45:733647750,142747
00:20:45:733647956,00:20:45:733786241,138285
00:20:45:733786502,00:20:45:733928149,141647
00:20:45:733928397,00:20:45:734072633,144236
00:20:45:734072875,00:20:45:734217545,144670
00:20:45:734217790,00:20:45:734361618,143828
00:20:45:734361867,00:20:45:734503798,141931
00:20:45:734504044,00:20:45:734648284,144240
00:20:45:734648531,00:20:45:734792248,143717
00:20:45:734792503,00:20:45:734937139,144636
00:20:45:734937364,00:20:45:735079859,142495
00:20:45:735080094,00:20:45:735223716,143622
00:20:45:735223946,00:20:45:735367444,143498
00:20:45:735367661,00:20:45:735511441,143780
00:20:45:735511664,00:20:45:735646458,134794
00:20:45:735646683,00:20:45:735791426,144743
00:20:45:735791660,00:20:45:735934617,142957
00:20:45:735934844,00:20:45:736069262,134418
00:20:45:736069494,00:20:45:736213468,143974
00:20:45:736213690,00:20:45:736357716,144026
00:20:45:736357956,00:20:45:736501375,143419
00:20:45:736501608,00:20:45:736637047,135439
00:20:45:736637273,00:20:45:736791976,154703
00:20:45:736792226,00:20:45:736942695,150469
00:20:45:736942925,00:20:45:737078824,135899
00:20:45:737079056,00:20:45:737221298,142242
00:20:45:737221520,00:20:45:737374632,153112
00:20:45:737374858,00:20:45:737520486,145628
00:20:45:737520708,00:20:45:737662141,141433
00:20:45:737662373,00:20:45:737808670,146297
00:20:45:737808931,00:20:45:737952253,143322
00:20:45:737952491,00:20:45:738103965,151474
00:20:45:738104205,00:20:45:738248454,144249
00:20:45:738248687,00:20:45:738384122,135435
00:20:45:738384362,00:20:45:738526666,142304
00:20:45:738526905,00:20:45:738663536,136631
00:20:45:738663774,00:20:45:738807484,143710
00:20:45:738807739,00:20:45:738949186,141447
00:20:45:738949409,00:20:45:739093190,143781
00:20:45:739093409,00:20:45:739237522,144113
00:20:45:739237747,00:20:45:739382879,145132
00:20:45:739383096,00:20:45:739525198,142102
00:20:45:739525456,00:20:45:739686911,161455
00:20:45:739687167,00:20:45:739824225,137058
00:20:45:739824477,00:20:45:739966828,142351
00:20:45:739967058,00:20:45:740110460,143402
00:20:45:740110697,00:20:45:740254819,144122
00:20:45:740255054,00:20:45:740391561,136507
00:20:45:740391794,00:20:45:740533507,141713
00:20:45:740533751,00:20:45:740671623,137872
00:20:45:740671874,00:20:45:740823495,151621
00:20:45:740823738,00:20:45:740965694,141956
00:20:45:740965921,00:20:45:741118395,152474
00:20:45:741118628,00:20:45:741262235,143607
00:20:45:741262468,00:20:45:741407366,144898
00:20:45:741407597,00:20:45:741559865,152268
00:20:45:741560093,00:20:45:741696530,136437
00:20:45:741696782,00:20:45:741847627,150845
00:20:45:741847860,00:20:45:741991609,143749
00:20:45:741991835,00:20:45:742135742,143907
00:20:45:742135972,00:20:45:742279383,143411
00:20:45:742279613,00:20:45:742423485,143872
00:20:45:742423712,00:20:45:742563772,140060
00:20:45:742564020,00:20:45:742707677,143657
00:20:45:742707967,00:20:45:742850079,142112
00:20:45:742850334,00:20:45:742995191,144857
00:20:45:742995564,00:20:45:743135487,139923
00:20:45:743135720,00:20:45:743279629,143909
00:20:45:743279912,00:20:45:743422421,142509
00:20:45:743422657,00:20:45:743557494,134837
00:20:45:743557721,00:20:45:743702388,144667
00:20:45:743702640,00:20:45:743846320,143680
00:20:45:743846560,00:20:45:743989639,143079
00:20:45:743989882,00:20:45:744135025,145143
00:20:45:744135261,00:20:45:744277833,142572
00:20:45:744278070,00:20:45:744421860,143790
00:20:45:744422090,00:20:45:744568031,145941
00:20:45:744568273,00:20:45:744729949,161676
00:20:45:744730182,00:20:45:744881380,151198
00:20:45:744881599,00:20:45:745026022,144423
00:20:45:745026252,00:20:45:745168199,141947
00:20:45:745168418,00:20:45:745302256,133838
00:20:45:745302471,00:20:45:745439746,137275
00:20:45:745439965,00:20:45:745591640,151675
00:20:45:745591851,00:20:45:745742330,150479
00:20:45:745742589,00:20:45:745879778,137189
00:20:45:745880014,00:20:45:746023823,143809
00:20:45:746024058,00:20:45:746159085,135027
00:20:45:746159316,00:20:45:746303542,144226
00:20:45:746303772,00:20:45:746445410,141638
00:20:45:746445645,00:20:45:746581744,136099
00:20:45:746581979,00:20:45:746728491,146512
00:20:45:746728745,00:20:45:756736053,10007308
00:20:45:756736315,00:20:45:760712255,3975940
00:20:45:760712528,00:20:45:764708607,3996079
00:20:45:764708861,00:20:45:768716634,4007773
00:20:45:768716917,00:20:45:768874379,157462
00:20:45:768874603,00:20:45:769017882,143279
00:20:45:769018094,00:20:45:769153728,135634
00:20:45:769153944,00:20:45:769288487,134543
00:20:45:769288701,00:20:45:769431917,143216
00:20:45:769432128,00:20:45:769566958,134830
00:20:45:769567174,00:20:45:769712320,145146
00:20:45:769712569,00:20:45:769856352,143783
00:20:45:769856594,00:20:45:769990202,133608
00:20:45:769990437,00:20:45:770134545,144108
00:20:45:770134777,00:20:45:770278802,144025
00:20:45:770279045,00:20:45:770423026,143981
00:20:45:770423264,00:20:45:770557573,134309
00:20:45:770557800,00:20:45:770712920,155120
00:20:45:770713151,00:20:45:770854344,141193
00:20:45:770854551,00:20:45:770998186,143635
00:20:45:770998407,00:20:45:771132078,133671
00:20:45:771132292,00:20:45:771267704,135412
00:20:45:771267919,00:20:45:771413434,145515
00:20:45:771413637,00:20:45:771556154,142517
00:20:45:771556364,00:20:45:771692680,136316
00:20:45:771692888,00:20:45:771835925,143037
00:20:45:771836165,00:20:45:771970967,134802
00:20:45:771971211,00:20:45:772115159,143948
00:20:45:772115399,00:20:45:772259569,144170
00:20:45:772259821,00:20:45:772402763,142942
00:20:45:772403003,00:20:45:772537945,134942
00:20:45:772538195,00:20:45:772682847,144652
00:20:45:772683099,00:20:45:776714175,4031076
00:20:45:776714411,00:20:45:776866040,151629
00:20:45:776866262,00:20:45:777010011,143749
00:20:45:777010222,00:20:45:777145239,135017
00:20:45:777145455,00:20:45:777281424,135969
00:20:45:777281690,00:20:45:777424123,142433
00:20:45:777424339,00:20:45:777558977,134638
00:20:45:777559208,00:20:45:777694912,135704
00:20:45:777695156,00:20:45:777838715,143559
00:20:45:777838959,00:20:45:780729987,2891028
00:20:45:780730226,00:20:45:780880780,150554
00:20:45:780881023,00:20:45:784715536,3834513
00:20:45:784715774,00:20:45:788713128,3997354
00:20:45:788713371,00:20:45:792718234,4004863
00:20:45:792718494,00:20:45:796714149,3995655
00:20:45:796714405,00:20:45:800707950,3993545
00:20:45:800708177,00:20:45:804714500,4006323
00:20:45:804714752,00:20:45:808708425,3993673
00:20:45:808708652,00:20:45:812713757,4005105
00:20:45:812713987,00:20:45:816721036,4007049
00:20:45:816721285,00:20:45:820715014,3993729
00:20:45:820715258,00:20:45:824712770,3997512
00:20:45:824713059,00:20:45:828709247,3996188
00:20:45:828709540,00:20:45:832714640,4005100
00:20:45:832714924,00:20:45:836719979,4005055
00:20:45:836720269,00:20:45:840714412,3994143
00:20:45:840714659,00:20:45:844711017,3996358
00:20:45:844711272,00:20:45:848715570,4004298
00:20:45:848715814,00:20:45:852711480,3995666
00:20:45:852711752,00:20:45:856714737,4002985
00:20:45:856714974,00:20:45:860710724,3995750
00:20:45:860710964,00:20:45:864708552,3997588
00:20:45:864708788,00:20:45:868714598,4005810
00:20:45:868714900,00:20:45:872717182,4002282
00:20:45:872717454,00:20:45:876715172,3997718
00:20:45:876715453,00:20:45:880707780,3992327
00:20:45:880708018,00:20:45:884728456,4020438
00:20:45:884728713,00:20:45:888721032,3992319
00:20:45:888721330,00:20:45:892717733,3996403
00:20:45:892718055,00:20:45:896713965,3995910
00:20:45:896714285,00:20:45:900717722,4003437
00:20:45:900717986,00:20:45:904731806,4013820
00:20:45:904732077,00:20:45:908707639,3975562
00:20:45:908707876,00:20:45:912715895,4008019
00:20:45:912716172,00:20:45:916710144,3993972
00:20:45:916710378,00:20:45:920715548,4005170
00:20:45:920715866,00:20:45:924710605,3994739
00:20:45:924710844,00:20:45:928717052,4006208
00:20:45:928717296,00:20:45:932712601,3995305
00:20:45:932712873,00:20:45:936717324,4004451
00:20:45:936717581,00:20:45:940712989,3995408
00:20:45:940713237,00:20:45:944709667,3996430
00:20:45:944709941,00:20:45:948714692,4004751
00:20:45:948714969,00:20:45:952725045,4010076
00:20:45:952725311,00:20:45:956713467,3988156
00:20:45:956713729,00:20:45:960711805,3998076
00:20:45:960712068,00:20:45:964714265,4002197
00:20:45:964714501,00:20:45:968712682,3998181
00:20:45:968712952,00:20:45:972717318,4004366
00:20:45:972717609,00:20:45:976720519,4002910
00:20:45:976720766,00:20:45:980717508,3996742
00:20:45:980717782,00:20:45:984713998,3996216
00:20:45:984714259,00:20:45:988707817,3993558
00:20:45:988708059,00:20:45:992729928,4021869
00:20:45:992730196,00:20:45:996729451,3999255
00:20:45:996729751,00:20:46:000716828,3987077
00:20:46:000717133,00:20:46:004721949,4004816
00:20:46:004722223,00:20:46:008718209,3995986
00:20:46:008718474,00:20:46:012713763,3995289
00:20:46:012720628,00:20:46:016718153,3997525
00:20:46:016718405,00:20:46:020713655,3995250
00:20:46:020713925,00:20:46:024717582,4003657
00:20:46:024717869,00:20:46:028733440,4015571
00:20:46:028733735,00:20:46:032719935,3986200
00:20:46:032720207,00:20:46:036715563,3995356
00:20:46:036715815,00:20:46:040712667,3996852
00:20:46:040712931,00:20:46:044717248,4004317
00:20:46:044717529,00:20:46:048723004,4005475
00:20:46:048723346,00:20:46:052718986,3995640
00:20:46:052719308,00:20:46:056715698,3996390
00:20:46:056715992,00:20:46:060710726,3994734
00:20:46:060711019,00:20:46:064715002,4003983
00:20:46:064715263,00:20:46:068711401,3996138
00:20:46:068711645,00:20:46:072714544,4002899
00:20:46:072714795,00:20:46:076718560,4003765
00:20:46:076718811,00:20:46:080731757,4012946
00:20:46:080732042,00:20:46:084713974,3981932
00:20:46:084714266,00:20:46:088718521,4004255
00:20:46:088718795,00:20:46:092713285,3994490
00:20:46:092713507,00:20:46:096722859,4009352
00:20:46:096723143,00:20:46:100715714,3992571
00:20:46:100716027,00:20:46:104720543,4004516
00:20:46:104720781,00:20:46:108715506,3994725
00:20:46:108715740,00:20:46:112720172,4004432
00:20:46:112720410,00:20:46:116717759,3997349
00:20:46:116718037,00:20:46:120720678,4002641
00:20:46:120720903,00:20:46:124716205,3995302
00:20:46:124716435,00:20:46:128722590,4006155
00:20:46:128722851,00:20:46:132732772,4009921
00:20:46:132733046,00:20:46:136713693,3980647
00:20:46:136713922,00:20:46:140719444,4005522
00:20:46:140719706,00:20:46:144715391,3995685
00:20:46:144715631,00:20:46:148720692,4005061
00:20:46:148720962,00:20:46:152751980,4031018
00:20:46:152752219,00:20:46:156720209,3967990
00:20:46:156720454,00:20:46:160717043,3996589
00:20:46:160717274,00:20:46:164713248,3995974
00:20:46:164713466,00:20:46:168717846,4004380
00:20:46:168718121,00:20:46:172712720,3994599
00:20:46:172712985,00:20:46:176719346,4006361
00:20:46:176719589,00:20:46:180713746,3994157
00:20:46:180714062,00:20:46:184719466,4005404
00:20:46:184719707,00:20:46:188716841,3997134
00:20:46:188717118,00:20:46:192710851,3993733
00:20:46:192711104,00:20:46:196718298,4007194
00:20:46:196718611,00:20:46:200714098,3995487
00:20:46:200714358,00:20:46:204720267,4005909
00:20:46:204720575,00:20:46:208712810,3992235
00:20:46:208713066,00:20:46:212719538,4006472
00:20:46:212719795,00:20:46:216714354,3994559
00:20:46:216714613,00:20:46:220711219,3996606
00:20:46:220711470,00:20:46:224722652,4011182
00:20:46:224723231,00:20:46:228720121,3996890
00:20:46:228720420,00:20:46:232725095,4004675
00:20:46:232725356,00:20:46:236722363,3997007
00:20:46:236722615,00:20:46:240718189,3995574
00:20:46:240718427,00:20:46:244713987,3995560
00:20:46:244714218,00:20:46:248722821,4008603
00:20:46:248723225,00:20:46:252716845,3993620
00:20:46:252717134,00:20:46:256720254,4003120
00:20:46:256720503,00:20:46:260716288,3995785
00:20:46:260716553,00:20:46:264712671,3996118
00:20:46:264712907,00:20:46:268717222,4004315
00:20:46:268717564,00:20:46:272723432,4005868
00:20:46:272723736,00:20:46:276724964,4001228
00:20:46:276725204,00:20:46:280723061,3997857
00:20:46:280723303,00:20:46:284728790,4005487
00:20:46:284729057,00:20:46:288712727,3983670
00:20:46:288712939,00:20:46:292718425,4005486
00:20:46:292718664,00:20:46:296716890,3998226
00:20:46:296717202,00:20:46:300719172,4001970
00:20:46:300719427,00:20:46:304716826,3997399
00:20:46:304717068,00:20:46:308725071,4008003
00:20:46:308725407,00:20:46:312718096,3992689
00:20:46:312718342,00:20:46:316713408,3995066
00:20:46:316713645,00:20:46:320719199,4005554
00:20:46:320719627,00:20:46:324715962,3996335
00:20:46:324716229,00:20:46:328720413,4004184
00:20:46:328720709,00:20:46:332715459,3994750
00:20:46:332715719,00:20:46:336721324,4005605
00:20:46:336721603,00:20:46:340714006,3992403
00:20:46:340714250,00:20:46:344721238,4006988
00:20:46:344721466,00:20:46:348717448,3995982
00:20:46:348717725,00:20:46:352713792,3996067
00:20:46:352714063,00:20:46:356719262,4005199
00:20:46:356719541,00:20:46:360713658,3994117
00:20:46:360713919,00:20:46:364719950,4006031
00:20:46:364720215,00:20:46:368725765,4005550
00:20:46:368726082,00:20:46:372720578,3994496
00:20:46:372720831,00:20:46:376716811,3995980
00:20:46:376717053,00:20:46:380722303,4005250
00:20:46:380722599,00:20:46:384716966,3994367
00:20:46:384717196,00:20:46:388722930,4005734
00:20:46:388723188,00:20:46:392734623,4011435
00:20:46:392734890,00:20:46:396712353,3977463
00:20:46:396712607,00:20:46:400729540,4016933
00:20:46:400729872,00:20:46:404715745,3985873
00:20:46:404716030,00:20:46:408719926,4003896
00:20:46:408720189,00:20:46:412717923,3997734
00:20:46:412718245,00:20:46:416723065,4004820
00:20:46:416723366,00:20:46:420717649,3994283
00:20:46:420717923,00:20:46:424723626,4005703
00:20:46:424723889,00:20:46:428718286,3994397
00:20:46:428718538,00:20:46:432722637,4004099
00:20:46:432722964,00:20:46:436735731,4012767
00:20:46:436735988,00:20:46:440724768,3988780
00:20:46:440725032,00:20:46:444718017,3992985
00:20:46:444718265,00:20:46:448714506,3996241
00:20:46:448714756,00:20:46:452721609,4006853
00:20:46:452721864,00:20:46:456726610,4004746
00:20:46:456726873,00:20:46:460735879,4009006
00:20:46:460736122,00:20:46:464717778,3981656
00:20:46:464718036,00:20:46:468726667,4008631
00:20:46:468727064,00:20:46:472718525,3991461
00:20:46:472718763,00:20:46:476724294,4005531
00:20:46:476724551,00:20:46:480720013,3995462
00:20:46:480720266,00:20:46:484716697,3996431
00:20:46:484716955,00:20:46:488722142,4005187
00:20:46:488722417,00:20:46:492726798,4004381
00:20:46:492727096,00:20:46:496722014,3994918
00:20:46:496722295,00:20:46:500718393,3996098
00:20:46:500718661,00:20:46:504725152,4006491
00:20:46:504725417,00:20:46:508720250,3994833
00:20:46:508720592,00:20:46:512740204,4019612
00:20:46:512740493,00:20:46:516723218,3982725
00:20:46:516723550,00:20:46:520714487,3990937
00:20:46:520714732,00:20:46:524730225,4015493
00:20:46:524730553,00:20:46:528715263,3984710
00:20:46:528715574,00:20:46:532722726,4007152
00:20:46:532722994,00:20:46:536718600,3995606
00:20:46:536718852,00:20:46:540722991,4004139
00:20:46:540723267,00:20:46:544718801,3995534
00:20:46:544719041,00:20:46:548744436,4025395
00:20:46:548745163,00:20:46:552722896,3977733
00:20:46:552723226,00:20:46:556718587,3995361
00:20:46:556718933,00:20:46:560723209,4004276
00:20:46:560723492,00:20:46:564717741,3994249
00:20:46:564717997,00:20:46:568722350,4004353
00:20:46:568722641,00:20:46:572718546,3995905
00:20:46:572718809,00:20:46:576724028,4005219
00:20:46:576724320,00:20:46:580719036,3994716
00:20:46:580719280,00:20:46:584715886,3996606
00:20:46:584716143,00:20:46:588718292,4002149
00:20:46:588718560,00:20:46:592726245,4007685
00:20:46:592726560,00:20:46:596729725,4003165
00:20:46:596730006,00:20:46:600717180,3987174
00:20:46:600717442,00:20:46:604719527,4002085
00:20:46:604719772,00:20:46:608717737,3997965
00:20:46:608717999,00:20:46:612721196,4003197
00:20:46:612721432,00:20:46:616728006,4006574
00:20:46:616728250,00:20:46:620728430,4000180
00:20:46:620728749,00:20:46:624717666,3988917
00:20:46:624717900,00:20:46:628723913,4006013
00:20:46:628724150,00:20:46:632721674,3997524
00:20:46:632721960,00:20:46:636717930,3995970
00:20:46:636718210,00:20:46:640721653,4003443
00:20:46:640721908,00:20:46:644718714,3996806
00:20:46:644719036,00:20:46:648739832,4020796
00:20:46:648740085,00:20:46:652728207,3988122
00:20:46:652728476,00:20:46:656723419,3994943
00:20:46:656723657,00:20:46:660719399,3995742
00:20:46:660719645,00:20:46:664723240,4003595
00:20:46:664723474,00:20:46:668721324,3997850
00:20:46:668721612,00:20:46:672725609,4003997
00:20:46:672725852,00:20:46:676749950,4024098
00:20:46:676750448,00:20:46:680725857,3975409
00:20:46:680726175,00:20:46:684734274,4008099
00:20:46:684734528,00:20:46:688718132,3983604
00:20:46:688718369,00:20:46:692723861,4005492
00:20:46:692724142,00:20:46:696724130,3999988
00:20:46:696724606,00:20:46:700729464,4004858
00:20:46:700730043,00:20:46:704737209,4007166
00:20:46:704737597,00:20:46:708717491,3979894
00:20:46:708717763,00:20:46:712720381,4002618
00:20:46:712720650,00:20:46:716742576,4021926
00:20:46:716742872,00:20:46:720719700,3976828
00:20:46:720719942,00:20:46:724721259,4001317
00:20:46:724721609,00:20:46:728723975,4002366
00:20:46:728724227,00:20:46:732717682,3993455
00:20:46:732717924,00:20:46:736722279,4004355
00:20:46:736722530,00:20:46:740720092,3997562
00:20:46:740720349,00:20:46:744723789,4003440
00:20:46:744724045,00:20:46:748718760,3994715
00:20:46:748718988,00:20:46:752736972,4017984
00:20:46:752737291,00:20:46:756721098,3983807
00:20:46:756721382,00:20:46:760727890,4006508
00:20:46:760728196,00:20:46:764722609,3994413
00:20:46:764722849,00:20:46:768723190,4000341
00:20:46:768723558,00:20:46:772742052,4018494
00:20:46:772742325,00:20:46:776739345,3997020
00:20:46:776739620,00:20:46:780732193,3992573
00:20:46:780732460,00:20:46:784719911,3987451
00:20:46:784720149,00:20:46:788725645,4005496
00:20:46:788725901,00:20:46:792720229,3994328
00:20:46:792720490,00:20:46:796718013,3997523
00:20:46:796718290,00:20:46:800722643,4004353
00:20:46:800722940,00:20:46:804726780,4003840
00:20:46:804727054,00:20:46:808724885,3997831
00:20:46:808725160,00:20:46:812719650,3994490
00:20:46:812719932,00:20:46:816725047,4005115
00:20:46:816725299,00:20:46:820731526,4006227
00:20:46:820731773,00:20:46:824727088,3995315
00:20:46:824727373,00:20:46:828724673,3997300
00:20:46:828725006,00:20:46:832717856,3992850
00:20:46:832718135,00:20:46:836722629,4004494
00:20:46:836722873,00:20:46:840716901,3994028
00:20:46:840717140,00:20:46:844723201,4006061
00:20:46:844723460,00:20:46:848729235,4005775
00:20:46:848729493,00:20:46:852724908,3995415
00:20:46:852725178,00:20:46:856744827,4019649
00:20:46:856745072,00:20:46:860725037,3979965
00:20:46:860725283,00:20:46:864719147,3993864
00:20:46:864719386,00:20:46:868719097,3999711
00:20:46:868719424,00:20:46:872739129,4019705
00:20:46:872739434,00:20:46:876725986,3986552
00:20:46:876726313,00:20:46:880724038,3997725
00:20:46:880724294,00:20:46:884729155,4004861
00:20:46:884729423,00:20:46:888725302,3995879
00:20:46:888725543,00:20:46:892730561,4005018
00:20:46:892730849,00:20:46:896740565,4009716
00:20:46:896740871,00:20:46:900730871,3990000
00:20:46:900731151,00:20:46:904725292,3994141
00:20:46:904725550,00:20:46:908732458,4006908
00:20:46:908732740,00:20:46:912725746,3993006
00:20:46:912725994,00:20:46:916721692,3995698
00:20:46:916721928,00:20:46:920719484,3997556
00:20:46:920719734,00:20:46:924722988,4003254
00:20:46:924723252,00:20:46:928727007,4003755
00:20:46:928727240,00:20:46:932728606,4001366
00:20:46:932728925,00:20:46:936722294,3993369
00:20:46:936722584,00:20:46:940726559,4003975
00:20:46:940726841,00:20:46:944732124,4005283
00:20:46:944732507,00:20:46:948727723,3995216
00:20:46:948727996,00:20:46:952723269,3995273
00:20:46:952723549,00:20:46:956730096,4006547
00:20:46:956730423,00:20:46:960726237,3995814
00:20:46:960726552,00:20:46:964720290,3993738
00:20:46:964720562,00:20:46:968727081,4006519
00:20:46:968727387,00:20:46:972747918,4020531
00:20:46:972748251,00:20:46:976723883,3975632
00:20:46:976724124,00:20:46:980722158,3998034
00:20:46:980722444,00:20:46:984718501,3996057
00:20:46:984718781,00:20:46:988723281,4004500
00:20:46:988723565,00:20:46:992728161,4004596
00:20:46:992728426,00:20:46:996724312,3995886
00:20:46:996724572,00:20:47:000728300,4003728
00:20:47:000728564,00:20:47:004727419,3998855
00:20:47:004727781,00:20:47:008720114,3992333
00:20:47:008720398,00:20:47:012724489,4004091
00:20:47:012732379,00:20:47:016723660,3991281
00:20:47:016723966,00:20:47:020751107,4027141
00:20:47:020751354,00:20:47:024723301,3971947
00:20:47:024723590,00:20:47:028728765,4005175
00:20:47:028729063,00:20:47:032723386,3994323
00:20:47:032723655,00:20:47:036722751,3999096
00:20:47:036723020,00:20:47:040726284,4003264
00:20:47:040726583,00:20:47:044745475,4018892
00:20:47:044745765,00:20:47:048743394,3997629
00:20:47:048743796,00:20:47:052723499,3979703
00:20:47:052723829,00:20:47:056726728,4002899
00:20:47:056726967,00:20:47:060725096,3998129
00:20:47:060725377,00:20:47:064728575,4003198
00:20:47:064728865,00:20:47:068726027,3997162
00:20:47:068726379,00:20:47:072729010,4002631
00:20:47:072729283,00:20:47:076741679,4012396
00:20:47:076741955,00:20:47:080727175,3985220
00:20:47:080727563,00:20:47:084730195,4002632
00:20:47:084730685,00:20:47:088734646,4003961
00:20:47:088735138,00:20:47:092728979,3993841
00:20:47:092729303,00:20:47:096732619,4003316
00:20:47:096733003,00:20:47:100727652,3994649
00:20:47:100727921,00:20:47:104722099,3994178
00:20:47:104722347,00:20:47:108726346,4003999
00:20:47:108726572,00:20:47:112739680,4013108
00:20:47:112739926,00:20:47:116727766,3987840
00:20:47:116728018,00:20:47:120723613,3995595
00:20:47:120723847,00:20:47:124722315,3998468
00:20:47:124722595,00:20:47:128727505,4004910
00:20:47:128727789,00:20:47:132721899,3994110
00:20:47:132722247,00:20:47:136727162,4004915
00:20:47:136727389,00:20:47:140733940,4006551
00:20:47:140734293,00:20:47:144738099,4003806
00:20:47:144738384,00:20:47:148738758,4000374
00:20:47:148739038,00:20:47:152151292,3412254
00:20:47:152151530,00:20:47:152312637,161107
00:20:47:152312850,00:20:47:152456639,143789
00:20:47:152456859,00:20:47:152600170,143311
00:20:47:152600392,00:20:47:152774819,174427
00:20:47:152775098,00:20:47:152916488,141390
00:20:47:152916734,00:20:47:153060737,144003
00:20:47:153060989,00:20:47:153206861,145872
00:20:47:153207108,00:20:47:153348696,141588
00:20:47:153348942,00:20:47:153501347,152405
00:20:47:153501604,00:20:47:156737822,3236218
00:20:47:156738046,00:20:47:156884801,146755
00:20:47:156885028,00:20:47:157028192,143164
00:20:47:157028417,00:20:47:157163499,135082
00:20:47:157163728,00:20:47:157308015,144287
00:20:47:157308251,00:20:47:157452393,144142
00:20:47:157452630,00:20:47:157595457,142827
00:20:47:157595672,00:20:47:157740409,144737
